,Language,a,b,c,d,prompts
384,DE,schuldbewusst,unwürdig,glücklich,"['verzückt', 'hingerissen', 'schwärmerisch', 'entzückt', 'ekstatisch']","""schuldbewusst"" ist zu ""unwürdig"" wie ""glücklich"" ist zu "
385,DE,erregt,aufgeregt,Pony,['Pferd'],"""erregt"" ist zu ""aufgeregt"" wie ""Pony"" ist zu "
386,DE,feucht,gesättigt,interessant,"['aufregend', 'aufheiternd', 'anregend', 'erheiternd', 'spektakulär', 'inspirierend', 'berauschend', 'mitreißend', 'stimulierend', 'ergreifend', 'fesselnd', 'interessant', 'faszinierend', 'bewegend', 'aufreizend', 'spannend', 'erstrebenswert']","""feucht"" ist zu ""gesättigt"" wie ""interessant"" ist zu "
387,DE,notwendig,erforderlich,Schmerz,"['Qual', 'Folter', 'Pein']","""notwendig"" ist zu ""erforderlich"" wie ""Schmerz"" ist zu "
388,DE,schuldbewusst,traurig,dösen,"['schlafen', 'schlummern']","""schuldbewusst"" ist zu ""traurig"" wie ""dösen"" ist zu "
389,DE,wohlschmeckend,wohlschmeckend,kränklich,"['beeinträchtigt', 'erkrankt', 'krank', 'angeschlagen']","""wohlschmeckend"" ist zu ""wohlschmeckend"" wie ""kränklich"" ist zu "
390,FR,dîner,festin,chaud,"['chaud', 'ardent', 'flamboyant', 'chauffé', 'rougeoyant', 'grésillant', 'sensuel', 'torride', 'chauffé_à_blanc']","""dîner"" est à ""festin"" ce que ""chaud"" est à "
391,FR,aimer,adorer,chat,"['lion', 'tigre', 'léopard', 'panthère', 'jaguar']","""aimer"" est à ""adorer"" ce que ""chat"" est à "
392,FR,confus,piégé,bien,"['florissant', 'robuste', 'en_plein_essor', 'prospérant', 'prospère']","""confus"" est à ""piégé"" ce que ""bien"" est à "
393,FR,lac,mer,intéressant,"['excitant', 'exaltant', 'à_couper_le_souffle', 'inspirant', 'enivrant', 'stimulant', 'remuer', 'captivant', 'intéressant', 'intriguant', 'émouvant', 'provocant', 'palpitant']","""lac"" est à ""mer"" ce que ""intéressant"" est à "
394,FR,intéressant,stimulant,intéressant,"['excitant', 'exaltant', 'à_couper_le_souffle', 'inspirant', 'enivrant', 'stimulant', 'remuer', 'captivant', 'intéressant', 'intriguant', 'émouvant', 'provocant', 'palpitant']","""intéressant"" est à ""stimulant"" ce que ""intéressant"" est à "
395,FR,malheureux,tragique,malheureux,"['tragique', 'malheureux', 'pénible', 'misérable', 'affreux', 'lamentable', 'regrettable', 'désespéré', 'sans_espoir', 'désastreux']","""malheureux"" est à ""tragique"" ce que ""malheureux"" est à "
396,FR,snack,repas,sieste,"['dormir', 'sommeil']","""snack"" est à ""repas"" ce que ""sieste"" est à "
397,FR,fort,super,bien,"['florissant', 'robuste', 'en_plein_essor', 'prospérant', 'prospère']","""fort"" est à ""super"" ce que ""bien"" est à "
398,FR,bruine,pluie,glousser,"['rire', ""s'esclaffer"", 'glousser', 'ricaner', 'titrer', 'rugir']","""bruine"" est à ""pluie"" ce que ""glousser"" est à "
399,FR,intéressant,provocant,chaud,"['chaud', 'ardent', 'flamboyant', 'chauffé', 'rougeoyant', 'grésillant', 'sensuel', 'torride', 'chauffé_à_blanc']","""intéressant"" est à ""provocant"" ce que ""chaud"" est à "
400,FR,mauvais,innommable,singe,['gorille'],"""mauvais"" est à ""innommable"" ce que ""singe"" est à "
401,FR,malheureux,souffrant,chat,"['lion', 'tigre', 'léopard', 'panthère', 'jaguar']","""malheureux"" est à ""souffrant"" ce que ""chat"" est à "
402,FR,maison,château,pleurer,"['crier', 'hurler', 'criant']","""maison"" est à ""château"" ce que ""pleurer"" est à "
403,FR,créatif,original,bruine,"['pluie', 'douche', 'déluge']","""créatif"" est à ""original"" ce que ""bruine"" est à "
404,FR,mer,océan,n'aime_pas,"['haïr', 'abhorrer', 'détester', 'abominer', 'exécrer', 'mépriser', 'dédaigner']","""mer"" est à ""océan"" ce que ""n'aime_pas"" est à "
405,FR,vouloir,convoitise,aimer,"['amour', 'soin', 'aimer', 'coup_de_cœur', 'infatué']","""vouloir"" est à ""convoitise"" ce que ""aimer"" est à "
406,FR,vouloir,faim,vouloir,"['avoir_envie', 'faim', 'soif', 'mourir_de_faim', 'convoitise']","""vouloir"" est à ""faim"" ce que ""vouloir"" est à "
407,FR,confus,perdu,triste,"['désespéré', 'découragé', 'mélancolique']","""confus"" est à ""perdu"" ce que ""triste"" est à "
408,FR,glousser,rugir,chaud,"['chaud', 'ardent', 'flamboyant', 'chauffé', 'rougeoyant', 'grésillant', 'sensuel', 'torride', 'chauffé_à_blanc']","""glousser"" est à ""rugir"" ce que ""chaud"" est à "
409,FR,snack,manger,douleur,"['tourmenter', 'torture', 'agonie']","""snack"" est à ""manger"" ce que ""douleur"" est à "
410,FR,vouloir,soif,glousser,"['rire', ""s'esclaffer"", 'glousser', 'ricaner', 'pouffer', 'rugir']","""vouloir"" est à ""soif"" ce que ""glousser"" est à "
411,FR,bientôt,rapidement,mauvais,"['atroce', 'abominable', 'épouvantable', 'douloureux', 'terrible', 'innommable']","""bientôt"" est à ""rapidement"" ce que ""mauvais"" est à "
412,FR,bientôt,immédiatement,maison,"['palais', 'château']","""bientôt"" est à ""immédiatement"" ce que ""maison"" est à "
413,FR,chat,panthère,irriter,"['enrager', 'encens', 'exaspérer', 'fou', 'vapeur', 'umbrage']","""chat"" est à ""panthère"" ce que ""irriter"" est à "
414,FR,coupable,indigne,heureux,"['extatique', 'enchanté', 'enthousiaste', 'extasié', 'rhapsodique']","""coupable"" est à ""indigne"" ce que ""heureux"" est à "
415,FR,excité,agité,poney,['cheval'],"""excité"" est à ""agité"" ce que ""poney"" est à "
416,FR,humide,saturé,intéressant,"['excitant', 'exaltant', 'à_couper_le_souffle', 'inspirant', 'enivrant', 'stimulant', 'remuer', 'captivant', 'intéressant', 'intriguant', 'émouvant', 'provocant', 'palpitant']","""humide"" est à ""saturé"" ce que ""intéressant"" est à "
417,FR,nécessaire,nécessaire,douleur,"['tourmenter', 'torture', 'agonie']","""nécessaire"" est à ""nécessaire"" ce que ""douleur"" est à "
418,FR,coupable,affligé,somnoler,"['dormir', 'sommeiller']","""coupable"" est à ""affligé"" ce que ""somnoler"" est à "
419,FR,savoureux,agréable_au_goût,mal,"['affligé', 'malade', 'frappé']","""savoureux"" est à ""agréable_au_goût"" ce que ""mal"" est à "
420,ES,cena,festín,cálildo,"['caliente', 'fiero', 'en_llamas', 'calentado', 'al_rojo_vivo', 'hirviente', 'sensual', 'bochornoso', 'tórrido', 'quemando']","""cena"" es a ""festín"" como ""cálildo"" es a  "
421,ES,amar,adorar,gato,"['león', 'tigre', 'leopardo', 'pantera', 'jaguar']","""amar"" es a ""adorar"" como ""gato"" es a  "
422,ES,confuso,atrapado,bien,"['florenciente', 'robusto', 'boom', 'próspero', 'con_ganas', 'desarrolado']","""confuso"" es a ""atrapado"" como ""bien"" es a  "
423,ES,lago,mar,interesante,"['excitante', 'exhilarante', 'sorprendente', 'inspirador', 'embriagador', 'iluminador', 'estimulante', 'conmovedor', 'fascinante', 'intrigante', 'emovionante', 'provocativo', 'vuela_la_cabeza', 'apasionante', 'emocionante']","""lago"" es a ""mar"" como ""interesante"" es a  "
424,ES,interesante,estimulante,interesante,"['excitante', 'exhilarante', 'sorprendente', 'inspirador', 'embriagador', 'iluminador', 'estimulante', 'conmovedor', 'fascinante', 'intrigante', 'emovionante', 'provocativo', 'vuela_la_cabeza', 'apasionante', 'emocionante']","""interesante"" es a ""estimulante"" como ""interesante"" es a  "
425,ES,desafortunado,trágico,desafortunado,"['trágico', 'quejica', 'en_duelo', 'roto', 'miserable', 'terrible', 'lamentable', 'arrepentido', 'desesperado', 'desesperanzado', 'desastroso']","""desafortunado"" es a ""trágico"" como ""desafortunado"" es a  "
426,ES,tentempié,comida,siesta,"['dormir', 'sueñecito']","""tentempié"" es a ""comida"" como ""siesta"" es a  "
427,ES,fuerte,super,bien,"['florenciente', 'robusto', 'boom', 'próspero', 'con_ganas', 'desarrolado']","""fuerte"" es a ""super"" como ""bien"" es a  "
428,ES,chispear,llover,risilla,"['risa', 'regocijo', 'gorgojeo', 'risa_nerviosa', 'risita_nerviosa', 'risa_floja', 'risotada', 'carcajada']","""chispear"" es a ""llover"" como ""risilla"" es a  "
429,ES,interesante,provocativo,cálildo,"['caliente', 'fiero', 'en_llamas', 'calentado', 'al_rojo_vivo', 'hirviente', 'sensual', 'bochornoso', 'tórrido', 'quemando']","""interesante"" es a ""provocativo"" como ""cálildo"" es a  "
430,ES,malo,inefable,mono,['gorila'],"""malo"" es a ""inefable"" como ""mono"" es a  "
431,ES,infeliz,con_sufrimiento,gato,"['león', 'tigre', 'leopardo', 'pantera', 'jaguar']","""infeliz"" es a ""con_sufrimiento"" como ""gato"" es a  "
432,ES,casa,castillo,lloro,"['grito', 'quejido', 'chillido', 'chillar']","""casa"" es a ""castillo"" como ""lloro"" es a  "
433,ES,creativo,original,chispear,"['llover', 'bañar', 'tormenta', 'diluviar']","""creativo"" es a ""original"" como ""chispear"" es a  "
434,ES,mar,océano,no_gustar,"['odiar', 'aborrecer', 'detestar', 'dar_pereza', 'abominar', 'execrar', 'condenar', 'despreciar', 'tener_inquina', 'desdeñar']","""mar"" es a ""océano"" como ""no_gustar"" es a  "
435,ES,querer,tener_ganas,gustar,"['amar', 'cuidar', 'tener_cariño', 'pillarse', 'encapricharse']","""querer"" es a ""tener_ganas"" como ""gustar"" es a  "
436,ES,querer,tener_hambre,querer,"['apetecer', 'tener_hambre', 'tener_sed', 'estar_hambriento', 'tener_ganas']","""querer"" es a ""tener_hambre"" como ""querer"" es a  "
437,ES,confuso,perdido,triste,"['desesperado', 'abatido', 'en_desgracia', 'con_abatimiento', 'desamparado', 'desesperanzado', 'melancólico']","""confuso"" es a ""perdido"" como ""triste"" es a  "
438,ES,risilla,risotada,cálildo,"['caliente', 'fiero', 'en_llamas', 'calentado', 'al_rojo_vivo', 'hirviente', 'sensual', 'bochornoso', 'tórrido', 'quemando']","""risilla"" es a ""risotada"" como ""cálildo"" es a  "
439,ES,tentempié,comer,dolor,"['tormento', 'tortura', 'agonía']","""tentempié"" es a ""comer"" como ""dolor"" es a  "
440,ES,querer,tener_sed,risilla,"['risa', 'carcajada', 'reirse_a_carcajadas', 'risa_nerviosa', 'risa_floja', 'rugir']","""querer"" es a ""tener_sed"" como ""risilla"" es a  "
441,ES,pronto,con_presteza,malo,"['horrible', 'atroz', 'abobinable', 'espantoso', 'doloroso', 'terrible', 'inefable']","""pronto"" es a ""con_presteza"" como ""malo"" es a  "
442,ES,pronto,inmediatamente,casa,"['palacio', 'castillo']","""pronto"" es a ""inmediatamente"" como ""casa"" es a  "
443,ES,gato,pantera,irritar,"['enrabiar', 'incendiar', 'enfurecer', 'ira', 'loco', 'enloquecer', 'echar_humo', 'molestar']","""gato"" es a ""pantera"" como ""irritar"" es a  "
444,ES,culpable,sin_valor,feliz,"['en_éxtasis', 'embelesado', 'extasiado', 'éxtasis', 'rapsoda']","""culpable"" es a ""sin_valor"" como ""feliz"" es a  "
445,ES,excitado,agitado,poni,['caballo'],"""excitado"" es a ""agitado"" como ""poni"" es a  "
446,ES,húmedo,saturado,interesante,"['excitante', 'exhilarante', 'sorprendente', 'inspirador', 'embriagador', 'iluminador', 'estimulante', 'conmovedor', 'fascinante', 'intrigante', 'emovionante', 'provocativo', 'vuela_la_cabeza', 'apasionante', 'emocionante']","""húmedo"" es a ""saturado"" como ""interesante"" es a  "
447,ES,necesario,requerido,dolor,"['tormento', 'tortura', 'agonía']","""necesario"" es a ""requerido"" como ""dolor"" es a  "
448,ES,culpable,con_pena,dormitar,"['dormir', 'adormecer']","""culpable"" es a ""con_pena"" como ""dormitar"" es a  "
449,ES,sabroso,de_sabor_agradable,pobre,"['afligido', 'malo', 'enfermo', 'afectado']","""sabroso"" es a ""de_sabor_agradable"" como ""pobre"" es a  "
450,LT,pietūs,vaišės,šiltas,"['karštas', 'ugningas', 'liepsnojantis', 'šildomas', 'įkaitęs_iki_raudonumo', 'šnypščiantis', 'jausmingas', 'temperamentingas', 'aistringas', 'įkaitintas_iki_baltumo']","""pietūs"" yra ""vaišės"" taip, kaip ""šiltas"" yra "
451,LT,mylėti,garbinti,katė,"['liūtas', 'tigras', 'leopardas', 'pantera', 'jaguaras']","""mylėti"" yra ""garbinti"" taip, kaip ""katė"" yra "
452,LT,sutrikęs,įstrigęs,gerai,"['žydintis', 'tvirtas', 'klestėjimas', 'klestintis', 'pasiturintis', 'sėkmingas']","""sutrikęs"" yra ""įstrigęs"" taip, kaip ""gerai"" yra "
453,LT,ežeras,jūra,įdomus,"['jaudinantis', 'džiuginantis', 'pagyvintas', 'akį_rėžiantis', 'įkvepiantis', 'svaiginantis', 'skatinantis', 'judrus', 'patraukiantis', 'įdomus', 'intriguojantis', 'graudus', 'provokuojantis', 'svaigus', 'suvirpinantis', 'žavintis,kerintis']","""ežeras"" yra ""jūra"" taip, kaip ""įdomus"" yra "
454,LT,įdomus,skatinantis,įdomus,"['jaudinantis', 'džiuginantis', 'pagyvintas', 'akį_rėžiantis', 'įkvepiantis', 'svaiginantis', 'skatinantis', 'judrus', 'patraukiantis', 'įdomus', 'intriguojantis', 'graudus', 'provokuojantis', 'svaigus', 'suvirpinantis', 'žavintis,kerintis']","""įdomus"" yra ""skatinantis"" taip, kaip ""įdomus"" yra "
455,LT,nesėkmingas,tragiškas,nesėkmingas,"['tragiškas', 'apgailėtinas', 'sielvartingas', 'varganas', 'vargšas', 'siaubingas', 'liūdnas', 'žūtbūtinis', 'beviltiškas', 'pražūtingas']","""nesėkmingas"" yra ""tragiškas"" taip, kaip ""nesėkmingas"" yra "
456,LT,užkandis,patiekalas,pogulis,"['miegas', 'snaudulys']","""užkandis"" yra ""patiekalas"" taip, kaip ""pogulis"" yra "
457,LT,stiprus,puikus,gerai,"['žydintis', 'tvirtas', 'klestėjimas', 'klestintis', 'pasiturintis', 'sėkmingas']","""stiprus"" yra ""puikus"" taip, kaip ""gerai"" yra "
458,LT,dulksna,lietus,kikenti,"['juoktis', 'kvatoti', 'čiurlenimas', 'prunkštimas', 'prislopintas_juokas', 'krizenti', 'kriokimas']","""dulksna"" yra ""lietus"" taip, kaip ""kikenti"" yra "
459,LT,įdomus,provokuojantis,šiltas,"['karštas', 'ugningas', 'liepsnojantis', 'šildomas', 'įkaitęs_iki_raudonumo', 'šnypščiantis', 'jausmingas', 'temperamentingas', 'aistringas', 'įkaitintas_iki_baltumo']","""įdomus"" yra ""provokuojantis"" taip, kaip ""šiltas"" yra "
460,LT,blogas,neapsakomas,beždžionė,['gorila'],"""blogas"" yra ""neapsakomas"" taip, kaip ""beždžionė"" yra "
461,LT,nelaiminags,kenčiantis,katė,"['liūtas', 'tigras', 'leopardas', 'pantera', 'jaguaras']","""nelaiminags"" yra ""kenčiantis"" taip, kaip ""katė"" yra "
462,LT,namas,pilis,verkti,"['rėkti', 'spiegti', 'žviegimas', 'žviegdamas']","""namas"" yra ""pilis"" taip, kaip ""verkti"" yra "
463,LT,kūrybingas,originalus,dulksna,"['lietus', 'stiprus_lietus', 'liūtis', 'tvanas']","""kūrybingas"" yra ""originalus"" taip, kaip ""dulksna"" yra "
464,LT,jūra,vandenynas,nemėgti,"['neapkęsti', 'baisėtis', 'nekęsti', 'bjaurėtis', 'šlykštėtis', 'prakeikti', 'paniekinti', 'niekinti', 'pajuoka', 'nepaisyti']","""jūra"" yra ""vandenynas"" taip, kaip ""nemėgti"" yra "
465,LT,norėti,geismas,mėgti,"['mylėti', 'rūpintis', 'meilus', 'sutraiškyti', 'susižavėti']","""norėti"" yra ""geismas"" taip, kaip ""mėgti"" yra "
466,LT,norėti,alkis,norėti,"['trokšti', 'alkis', 'troškulys', 'badauti', 'geismas']","""norėti"" yra ""alkis"" taip, kaip ""norėti"" yra "
467,LT,sutrikęs,pasimetęs,liūdnas,"['žūtbūtinis', 'nusiminęs', 'netekęs_vilties', 'nuliūdęs', 'apleistas', 'beviltiškas', 'melancholija']","""sutrikęs"" yra ""pasimetęs"" taip, kaip ""liūdnas"" yra "
468,LT,kikenti,kriokimas,šiltas,"['karštas', 'ugningas', 'liepsnojantis', 'šildomas', 'įkaitęs_iki_raudonumo', 'šnypščiantis', 'jausmingas', 'temperamentingas', 'aistringas', 'įkaitintas_iki_baltumo']","""kikenti"" yra ""kriokimas"" taip, kaip ""šiltas"" yra "
469,LT,užkandis,valgyti,skausmas,"['kankynė', 'kankinimas', 'agonija']","""užkandis"" yra ""valgyti"" taip, kaip ""skausmas"" yra "
470,LT,norėti,troškulys,juokeliai,"['juoktis', 'kvatoti', 'čiurlenimas', 'prunkštimas', 'prislopintas_juokas', 'krizenti', 'kriokimas']","""norėti"" yra ""troškulys"" taip, kaip ""juokeliai"" yra "
471,LT,greitai,operatyviai,blogas,"['siaubingas', 'žiaurus', 'bjaurus', 'klaikus', 'skausmingas', 'baisus', 'neapsakomas']","""greitai"" yra ""operatyviai"" taip, kaip ""blogas"" yra "
472,LT,greitai,nedelsiant,namas,"['rūmai', 'pilis']","""greitai"" yra ""nedelsiant"" taip, kaip ""namas"" yra "
473,LT,katė,pantera,pasipiktinęs,"['įsiutinti', 'siutinti', 'įniršinti', 'pyktis', 'pamišęs', 'išvesti_iš_proto', 'garas', 'šmeižtas']","""katė"" yra ""pantera"" taip, kaip ""pasipiktinęs"" yra "
474,LT,kaltas,nevertas,laimingas,"['ekstaziškas', 'sužavėtas', 'džiūgaujantis', 'susižavėjęs', 'rapsodinis']","""kaltas"" yra ""nevertas"" taip, kaip ""laimingas"" yra "
475,LT,susijaudinęs,įaudrintas,ponis,['arklys'],"""susijaudinęs"" yra ""įaudrintas"" taip, kaip ""ponis"" yra "
476,LT,drėgnas,prisotintas,įdomus,"['jaudinantis', 'džiuginantis', 'pagyvintas', 'akį_rėžiantis', 'įkvepiantis', 'svaiginantis', 'skatinantis', 'judrus', 'patraukiantis', 'įdomus', 'intriguojantis', 'graudus', 'provokuojantis', 'svaigus', 'suvirpinantis', 'žavintis,kerintis']","""drėgnas"" yra ""prisotintas"" taip, kaip ""įdomus"" yra "
477,LT,reikalingas,privalomas,skausmas,"['kankynė', 'kankinimas', 'agonija']","""reikalingas"" yra ""privalomas"" taip, kaip ""skausmas"" yra "
478,LT,kaltas,liūdnas,užsnūsti,"['miegoti', 'snausti']","""kaltas"" yra ""liūdnas"" taip, kaip ""užsnūsti"" yra "
479,LT,skanus,malonaus_skonio,prastai,"['kamuojamas', 'sergantis', 'ligotas', 'sužeistas']","""skanus"" yra ""malonaus_skonio"" taip, kaip ""prastai"" yra "
